날짜,사건,추가 정보,기간
1866,로스차일드 가(家)의 시대,"로스차일드 가문(Rothschild family)은 유대계 국제 금융재벌 가문이다. 나폴레옹 전쟁 이후 유럽 주요 국가들의 공채 발행과 왕족과 귀족들의 자산 관리를 맡아 막대한 부를 축적했으며, 철도와 석유산업의 발달을 주도하며 유럽의 정치와 경제 등에 큰 영향을 끼쳤다.",1866 ~ 1931
1866/10/25,병인양요,"프랑스 군함이 병인박해 때 프랑스 선교사 사살 책임을 물으며 1866년 두 번이나 침입해 왔다. 이들은 처형배상, 통상조약 체결을 요구하며 강화도를 점령하였다. 대원군의 통상거부와 지쳐 버린 프랑스군은 강화도의 중요서적과 귀중품을 약탈하고 철수하였다.",0
1867/05/29,오스트리아-헝가리 제국 성립,"오스트리아-헝가리 제국은 1867년부터 1918년까지 중부 유럽에 존재했던 입헌군주제 국가이자 열강 중 하나였다. 오스트리아-헝가리 제국은 합스부르크 왕가가 다스렸으며, 1867년의 대타협으로 형성되었고, 제1차 세계 대전에서 패배함으로 인하여 해체되었다.",0
1868/01/03,"일본,메이지 유신","메이지 유신(일본어: 明治維新 (めいじいしん) 메이지 이신[*], 영어: Meiji Restoration, 1868년 1월 3일 ~ 1889년[1])은 일본에서 에도 막부(에도 바쿠후)의 체제에서 일본 천황이 직접 통치하는 체제로의 전환과, 전쟁(보신 전쟁), 근대 자본주의 체제로의 개혁을 말한다. 일본의 정치, 사회 구조를 크게 바꾼 일련의 사건들이다. 미 해군의 제독 매슈 페리가 이끌고 온 흑선은 에도 막부(에도 바쿠후)와 일본 근현대사 방향에 직접적인 영향을 끼쳤다.",1868/01/03 ~ 1889
1869/05/10,"미국,첫 대륙횡단철도 완공",미국에서 대서양과 태평양을 잇는 첫 대륙횡단철도는 6년 간의 공사를 거쳐 1869년 완공되었다. 캘리포니아 주의 세크라멘토에서 네브래스카 주의 오마하를 잇는 길이 2826킬로미터(1756마일)의 철도이다.,0
1869/11/17,수에즈운하 개통,"1869년 이집트는 지중해와 홍해, 인도양을 이어 아프리카와 아시아를 연결하는 세계 최대의 해양 운하인 수에즈운하를 개통하였다.",0
1870/07/19,프로이센-프랑스 전쟁,비스마르크의 엠스전보사건에 대응하여 프랑스의 나폴레옹 3세는 1870년 프로이센에 선전포고를 했으나 프랑스의 패전으로 파리에 공화정이 선언되고 국방정부가 성립되었다.,1870/07/19 ~ 1871/05/10
1871/01/18,독일 통일,"독일의 통일은 1871년 1월 18일 프로이센의 수상 오토 폰 비스마르크가 프로이센-프랑스 전쟁에서 승리한 뒤, 베르사이유 궁전의 거울방에서 독일 통일과 함께 독일 제국을 선포한 사건이다.",0
1871/06/10,신미양요,미국 함대는 제너럴셔먼호 소각을 빌미로 조선과 통상관계를 맺기 위해 1871년 강화도를 침범하였다. 로저스 제독은 대원군이 교섭을 거절하자 수도와 가까운 강화도를 공격ㆍ점령했으나 결국 완강한 쇄국정책에 철수하고 말았다.,0
1873/10/01,세계경제 대불황,"장기불황(Long Depression, 1873년 –1896년) 또는 대불황(Great Depression)은 영국 빅토리아 시대 후반기에 발생한 세계 경제 위기를 가리킨다. 대불황은 제2차 산업 혁명과 남북 전쟁이 끝난 후 강력한 경제 성장을 이루고 있었던 유럽에 심각한 결과를 가져왔다.",1873/10/01 ~ 1896/3/31
1875,제국의 시대,에릭 홉스봄이 말하는 '제국의 시대'.,1875 ~ 1914
1876,인도의 대기근,"19세기 후반은 기상 악화로 인해 세계 각지에 극심한 재앙들이 들이닥쳤던 시기다. 1876년부터 1879년까지 무려 4년 동안 계절풍이 불지 않아서 아시아 여러 지역에 역사상 유례를 찾을 수 없을 정도로 심각한 가뭄이 들었다. 거의 1000만명(?)의 아사자가 발생한 것으로 추정되는 인도와 중국이 가장 큰 피해를 보았지만 자바, 필리핀, 한국, 브라질, 남아프리카, 마그레브에서도 가뭄과 기근이 보고되었다.",1876 ~ 1878
1876,북중국 기근,"1876~1879년 중국 북부 기근(중국어: 丁戊奇荒)은 가뭄으로 인한 흉년과 그에 따른 광범위한 기아로 특징지어졌다. 중국에서는 950만~1,300만 명이 주로 산시성(550만 명)에서 사망했지만 직예(현재 허베이, 250만 명), 허난(100만 명), 산둥(50만 명)에서도 사망했다.",1876 ~ 1879
1876/02/27,강화도 조약,"조일수호조약(朝日修好條約)은 1876년 2월 27일(고종 13년 음력 2월 3일) 조선과 일본 사이에 체결된 통상 조약이며, 한일수호조약 또는 병자수호조약 등으로 부르기도 하며, 흔히 강화도조약이라 한다. 한일 관계에서 중요한 의의가 있으며, 근대 국제법의 토대 위에서 맺은 최초의 조약이며, 일본의 강압적 위협으로 맺어진 불평등 조약이다.",0
1878/07/13,베를린 회의,"베를린 회의(Congress of Berlin)는 러시아-튀르크 전쟁 이후 체결된 산스테파노 조약을 개정하기 위해 1878년 6월 13일부터 7월 13일까지 베를린에서 개최된 회의로, 유럽 열강들은 이를 통해 발칸 반도에서 러시아의 영향력이 지나치게 확장되는 것을 방지하고자 하였다.",0
1879/10/07,독오 동맹,독오 동맹(獨墺 同盟)은 1879년 10월 7일 독일 제국과 오스트리아-헝가리 제국 사이에서 체결된 군사 동맹이다.,0
1879/10/21,"에디슨,전구 발명",백열등(白熱燈) 또는 백열전구(白熱電球)는 높은 온도를 이용해서 빛을 내는 전기적인 조명 장치이다. 1879년에 토머스 에디슨이 발명하였다.,0
1882/05/20,삼국동맹 결성,"독일,오스트리아,이탈리아 삼국동맹 결성.",0
1882/09,"영국,이집트 점령",인도로 가는 해상로를 보호하기 위해 먼저 영국 군대는 1882년 이집트를 점령했다.,0
1882/10/04,조청상민수륙무역장정,"조청상민수륙무역장정(朝淸商民水陸貿易章程)은 1882년 음력 8월 23일 조선과 청이 맺은 통상장정이다. 임오군란 이후 조선에 대한 청의 영향력이 확대되는 과정 속에서 체결되었다. 본래 명칭은 중국조선상민수륙무역장정이며, 조선을 청의 속방으로 명기한 불평등 조약이다. 조선에서의 청 상인의 내륙 무역을 허용하는 결과를 낳아 거류지 무역의 균열을 초래하였다. 이 장정으로 청 상인의 경제적 침투가 본격화됨으로써 조선에서의 일본 상인과 청 상인간의 경쟁이 가속되었다.",0
1884/08,청프 전쟁,청프 전쟁(中法戰爭)은 1884년 8월에서 1885년 4월까지 베트남 북부의 통킹을 프랑스가 차지하기 위하여 벌인 전쟁이다. 이 전쟁은 베트남에 대한 청나라의 종주권을 놓고 프랑스와 청나라 사이에 벌어진 전쟁이기도 하다. 청불전쟁(淸佛戰爭)이라고 부르기도 한다.,1884/08 ~ 1885/04
1884/12/04,갑신정변,1884년(고종 21) 김옥균(金玉均)을 비롯한 급진개화파가 개화사상을 바탕으로 조선의 자주독립과 근대화를 목표로 일으킨 정변.,0
1890/03/18,비스마르크 사직,비스마르크는 물러나면서 '이런식으로 가면 내가 떠나고 15년 후엔 파멸이 올 것이다.'라고 했다. 결국 제1차 세계대전이 발발했다.,0
1894/01/04,러불 동맹,"러불 동맹(Franco-Russian Alliance)은 프랑스 제3공화국과 러시아 제국 사이에 1892년부터 1917년까지 성립된 군사 동맹이다. 1882년 독일 제국, 오스트리아-헝가리 제국, 이탈리아 왕국이 결성한 삼국 동맹에 대항하기 위한 차원에서 형성되었으며 한 동맹국이 공격을 받으면 다른 나라가 군사적 지원을 하는 내용으로 정해졌다. 이 동맹은 영불 협상, 영러 협상과 함께 삼국 협상을 형성하는 계기가 된다.",0
1894/01/11,동학농민운동,"동학 농민 운동(東學農民運動) 또는 동학 농민 전쟁(東學農民戰爭)은 1893년~1895년 동학 지도자들과 동학 교도 및 농민들에 의해 일어난 민중의 무장 봉기를 가리키며, 크게 1894년 음력 1월의 고부 봉기(제 1차)와 음력 4월의 전주성 봉기(제 2차)와 음력 9월의 전주·광주 궐기(제 3차)로 나뉜다. 초기에는 동학난, 동비의 난으로 불리다가 1910년 대한제국 멸망 이후 농민운동, 농민혁명으로 격상되었다. 동학농민혁명(東學農民革命)으로도 불리며, 갑오년에 일어났기 때문에 갑오농민운동(甲午農民運動), 갑오농민전쟁(甲午農民戰爭)이라고도 한다. 동학 농민군을 진압하기 위해 민씨 정권에서는 청나라군과 일본군을 번갈아 끌어들여 결국, 농민 운동 진압 후 청일 전쟁의 직접적인 원인이 되었다.",1894/01/11 ~ 1895/03/29
1894/08/01,청일 전쟁,동학농민전쟁을 빌미로 조선에 주둔한 청과 일본은 1894년부터 1895년까지 조선의 통치권을 두고 전쟁을 일으켰다. 일본은 승리하자 곧 조선과 중국의 식민지화에 착수하였다.,1894/08/01 ~ 1895/04/17
1895/04/23,일본에 삼국간섭,청일전쟁의 강화조약인 시모노세키조약[下關條約]에서 인정된 일본의 랴오둥반도[遼東半島] 영유(領有)에 반대하는 러시아 ·프랑스 ·독일의 공동간섭.,0
1895/10/08,을미사변,을미사변(乙未事變)은 1895년 음력 8월 20일(양력 10월 8일) 명성황후가 경복궁(景福宮)에서 조선 주재 일본 공사 미우라 고로(三浦梧樓)가 지휘하는 일본 낭인들에게 시해된 사건이다.,0
1896,벨 에포크,"벨 에포크는 영국의 빅토리아 시대 말・에드워드 시대(Edwardian era)와, 독일의 빌헬름 시대와 대응하는 프랑스의 시대를 의미하나, 대부분의 유럽 국가의 이 무렵 시절을 말할 때에 광범위하게 사용되는 표현이기도 하다. 어떻게 보면 유럽 문명권의 최고 전성기라 할 수 있겠다. 이 시기는 영국 자유무역 제국주의의 정점을 보여 줬다. 영국뿐 아니라 전체 서구 세계 자산계급의 부와 권력은 전례 없는 고점에 이르렀다.",1896 ~ 1914/07/28
1896/02/11,아관파천,"아관파천(俄館播遷)은 1896년 2월 11일부터 1897년 2월 20일까지 1년간 조선 고종과 세자가 경복궁을 떠나, 어가를 러시아 제국 공사관으로 옮겨서 거처한 사건이다.",1896/02/11 ~ 1897/02/20
1896/03/08,세계 최초의 가솔린 차량,"1986년에는 엔진을 장착한 4륜 자동차(다임러 1호)가 달리게 되었는데, 이것이 오늘날의 가솔린엔진 시대의 개막이었다.",0
1896/06/03,청러 밀약,1896년 청러밀약으로 중동철도(시베리아 철도를 만주까지 연장)와 뤼순ㆍ따렌 항구 조차권등 만주의 각종 이권이 러시아에게 이양되게 되었다. 나아가 이를 둘러싼 영ㆍ미ㆍ일과 러시아의 대립이 러일전쟁으로 나타난 것은 잘 알려진 사실이다.,0
1897/10/12,대한제국 선포,대한제국(大韓帝國)은 1897년(광무 원년) 10월 12일부터 1910년 8월 29일까지 한반도와 그 부속 도서를 통치하였던 국가이다. 대한제국은 대한민국의 시작을 알리는 근대 국가이다.,0
1898/03/26,영국-독일 해군력 경쟁 시작,영국-독일 해군력 경쟁은 20세기 초반 영국과 독일 제국 사이에 있었던 군함 건조 경쟁을 의미한다.,0
1898/04/21,미국-스페인 전쟁,"미국-스페인 전쟁(Spanish-American War) 또는 미서전쟁(美西戰爭)은 1898년 4월부터 8월까지 쿠바 문제를 둘러싸고 미국과 스페인 간에 쿠바와 필리핀에서 벌어진 전쟁이다. 1898년 12월 10일, 파리 조약은 쿠바와 필리핀, 푸에르토 리코, 괌의 지배권을 미국에게 넘겨주었다.",1898/04/21 ~ 1898/08/13
1898/06/11,"청,변법자강 운동","변법자강 운동은 캉유웨이가 추진한 정치 운동이었다. 캉유웨이의 변법자강책에는 과거 제도 개혁, 조세 개혁, 탐관오리 혁파, 각종 경제 개혁 등이 담겨 있었고, 무술변법을 통해 이중 일부를 실행에 옮기기도 한다. 그러나 그의 변법은 광서제의 미약한 권위에 의존했고, 결국 서태후 등 반개혁파에게 패배해 외국으로 망명을 가는 결과로 끝이 난다. 이로 인해 무술변법은 '100일 변법'이라고도 불린다.",1898/06/11 ~ 1898/09/21
1899/11/02,의화단 운동,"의화단 운동(義和團運動) 또는 의화단의 난은 청나라 말기 1899년 11월 2일부터 1901년 9월 7일까지 산둥 지방, 화베이 지역에서 의화단(義和團)이 일으킨 외세 배척 운동이다. 산둥 지역에서는 일찍이 의화권(義和拳)이라는 민간 결사가 생겨나 반외세 운동을 벌이고 있었는데 1897년 독일이 산둥성 일대를 점령하자 의화권의 반외세, 반기독교 운동이 격화됐다. 의화권은 다른 민간 자위 조직에 침투해 통합을 이루고는 스스로 의화단이라고 칭했다.",1899/11/02 ~ 1901/09/07
1900/07,"러시아,만주 점령",의화단운동 진압전쟁의 와중에서 러시아군은 1900년 7월 만주를 점령한 후 청조 당국에게 만주를 자신의 독점적 지배하에 두기 위한 조약 체결을 강요하였다.,0
1900/12/14,"플랑크,양자가설 제시","1900년 12월 14일 독일 제국의 수도 베를린에서 개최된 독일 물리학회에서, 당시 제국물리기술연구소(Physikalisch-Technische Reichsanstalt) 소속 이론물리학 교수였던 막스 플랑크(Max Planck, 1858-1947)는 빛띠(스펙트럼)의 에너지 분포 법칙의 이론에 관하여라는 논문을 발표한다. 물리학 교과서에 등장하는 표준적 설명에 따르면, 이 논문은 양자물리학의 역사에서 기념비적인 위치를 차지한다. 플랑크는 이 논문을 통해 당시 물리학자들이 고민하던 중요한 이론적 난제, 즉 흑체 복사 현상에 있어서의 실험과 이론의 불일치를, 양자화된 에너지-최소 단위 덩어리의 형태로 존재하는 에너지-를 상정하는 방식으로 깔끔하게 설명함으로써 양자물리학을 시작했다.",0
